filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label
blues.00037.wav,0.28879788517951965,0.03424537181854248,3506.920244886361,3057.0107993993015,7479.704771248549,0.14759812487906346,-252.4009246826172,41.0131721496582,10.872892379760742,21.80069351196289,1.4129923582077026,18.908987045288086,-3.0639455318450928,13.090551376342773,-6.935050964355469,7.491076469421387,-10.808847427368164,3.1073594093322754,-11.766000747680664,blues
blues.00071.wav,0.296744167804718,0.07754591852426529,3422.6026542064233,2948.9551663059797,7219.456344935178,0.17718638133707432,-123.73321533203125,44.2422981262207,13.892692565917969,19.449668884277344,-3.9762344360351562,-2.2523467540740967,-0.1964271366596222,-3.1244750022888184,0.7802311778068542,0.9688129425048828,-0.727142870426178,-1.2140998840332031,-4.592627048492432,blues
blues.00034.wav,0.26923686265945435,0.13714352250099182,3110.158437283952,3316.195730372858,7528.921140310565,0.0846771145752709,-132.2867889404297,54.453712463378906,28.34813690185547,15.177029609680176,11.908339500427246,12.978681564331055,1.5500208139419556,2.0016870498657227,-6.490910053253174,-3.705003261566162,-8.12604808807373,-10.111242294311523,-7.033880233764648,blues
blues.00078.wav,0.40975865721702576,0.2538723349571228,2873.4288870752507,2778.6946585330825,6214.0207579999515,0.14280601477844426,9.793963432312012,67.5859375,-6.475395679473877,16.262479782104492,8.247079849243164,10.239724159240723,-1.8055223226547241,5.711264610290527,0.9943414926528931,0.6568918228149414,-0.6933742761611938,0.19967882335186005,-2.453932523727417,blues
blues.00018.wav,0.3388167917728424,0.06076805666089058,4171.9206318216375,3180.5590152301534,8236.175196975377,0.2256146599264706,-149.49810791015625,24.40106773376465,15.965533256530762,14.000704765319824,9.903578758239746,4.849058151245117,3.5715487003326416,-0.08105742931365967,-1.4535465240478516,2.1245477199554443,2.451195001602173,0.9845359921455383,1.9156358242034912,blues
blues.00087.wav,0.3010808825492859,0.06837794929742813,1722.7487538127702,2158.9301800350704,3773.677181090364,0.06542893164667182,-227.56956481933594,99.91397094726562,11.826621055603027,32.772682189941406,7.839047908782959,11.084463119506836,-5.839848518371582,4.914674282073975,-13.59787368774414,2.322504758834839,-7.821863651275635,-1.8438692092895508,-4.3722734451293945,blues
blues.00000.wav,0.3532986640930176,0.08502015471458435,2350.43398280989,2462.157496899828,5466.225279816902,0.1031664207623839,-140.45907592773438,89.40616607666016,-5.247533321380615,33.11542892456055,-5.008452892303467,22.936704635620117,-16.09735870361328,18.11416244506836,-15.11992073059082,14.224018096923828,-13.372804641723633,13.14748477935791,-9.712467193603516,blues
blues.00093.wav,0.35597535967826843,0.06126140430569649,532.1649537281963,930.5742516160032,867.5864204902767,0.020191109955495355,-365.2606201171875,157.03724670410156,29.140846252441406,15.631073951721191,27.33199119567871,18.344118118286133,7.589738845825195,9.688446044921875,4.828211307525635,2.8151957988739014,3.674250364303589,1.8308632373809814,-5.607038497924805,blues
blues.00057.wav,0.39199674129486084,0.11088083684444427,1741.8347790045566,1755.7440762133376,3536.1452840799147,0.08763741413506192,-159.2529754638672,106.752197265625,-33.962196350097656,54.30246353149414,0.720771312713623,25.924551010131836,-14.400827407836914,20.072778701782227,-7.43572998046875,8.943548202514648,-4.961745738983154,6.8361053466796875,-7.282756328582764,blues
blues.00017.wav,0.3324783742427826,0.07049223780632019,3915.6314541403813,3407.097698104824,8371.399379293247,0.179151222063661,-131.7845916748047,39.54652786254883,22.361892700195312,25.36001968383789,18.702129364013672,7.122838497161865,5.536174774169922,0.3120670020580292,-4.539992809295654,1.8886301517486572,3.556980848312378,-1.4930403232574463,-0.2845839560031891,blues
blues.00013.wav,0.26461586356163025,0.11322116106748581,1324.3043562121863,1827.7375353762977,2710.033612797504,0.051417300575657895,-209.7892608642578,124.45844268798828,10.310378074645996,47.018009185791016,6.510235786437988,15.405449867248535,-1.9927107095718384,6.717406272888184,-21.5541934967041,10.721717834472656,-5.524966716766357,-2.2059340476989746,-3.0381929874420166,blues
blues.00031.wav,0.21724869310855865,0.058142513036727905,997.258561584036,1474.7367254847043,2224.644881210091,0.03410523594717492,-350.06231689453125,103.65969848632812,10.024480819702148,36.153228759765625,-5.285492897033691,30.795406341552734,-16.099288940429688,12.079355239868164,-9.8349609375,-5.108909606933594,-6.976898193359375,-17.185256958007812,-9.727025032043457,blues
blues.00023.wav,0.2690652012825012,0.05199733003973961,1317.5138868908145,1575.823167973009,2713.8085899707335,0.06382047576431889,-284.501220703125,128.94912719726562,-13.522258758544922,61.28322219848633,3.0697567462921143,8.909568786621094,-1.2094632387161255,-7.235019207000732,-7.384827613830566,-3.1835033893585205,-5.261735916137695,-13.023768424987793,-2.236140489578247,blues
blues.00092.wav,0.4202539324760437,0.041355062276124954,3777.67698342804,3445.6828910769395,8268.075004081607,0.14322211203560373,-215.04415893554688,38.97998046875,27.406818389892578,26.662193298339844,22.4433650970459,16.126239776611328,10.131771087646484,6.9059672355651855,3.307541608810425,3.042837142944336,2.0428214073181152,0.5136034488677979,0.1226622611284256,blues
blues.00079.wav,0.3917141854763031,0.12603716552257538,2196.436882905369,2108.255517338365,4726.654751898704,0.11812815946691177,-90.95809936523438,111.2877426147461,-41.88420486450195,58.21730422973633,-22.68732452392578,43.48040008544922,-24.349802017211914,29.314598083496094,-8.275310516357422,16.606969833374023,-12.41810417175293,8.911964416503906,-6.043830394744873,blues
blues.00011.wav,0.365970641374588,0.06573984026908875,1352.1526153483123,1756.4164633646026,2878.5909268878195,0.04392301482681889,-288.0166015625,124.07583618164062,5.455793380737305,33.69551086425781,1.0734695196151733,14.724609375,-4.891335487365723,8.660322189331055,0.7799884080886841,6.570918560028076,-4.876368999481201,-3.1645054817199707,-5.553217887878418,blues
blues.00040.wav,0.40349844098091125,0.13663946092128754,3132.1961787386904,3098.594998921938,6927.741442228618,0.12644405778347523,-71.39679718017578,54.661643981933594,23.69310760498047,41.92373275756836,13.519951820373535,16.498611450195312,7.636346817016602,2.3752660751342773,-1.0322896242141724,-1.0731148719787598,-6.912978649139404,-5.358159065246582,0.2263938933610916,blues
blues.00076.wav,0.3418237268924713,0.13690650463104248,3014.5368883628903,2717.8996859786125,6324.353424166748,0.14454183194659442,-102.24124145507812,42.76003646850586,1.8996912240982056,28.75279998779297,13.426347732543945,12.683087348937988,1.3575280904769897,6.118676662445068,2.4618003368377686,11.071625709533691,3.0307512283325195,-2.0528414249420166,0.3102959394454956,blues
blues.00056.wav,0.40799325704574585,0.09735576063394547,3109.1240895406854,2837.843151542335,6801.225540586301,0.13208461324496903,-114.33521270751953,63.026123046875,-2.897928476333618,41.857635498046875,-0.8294144868850708,29.226877212524414,-9.010168075561523,23.926513671875,-11.548505783081055,19.767335891723633,-11.877917289733887,16.426639556884766,-11.616351127624512,blues
